Names,variety,country_norm,color_simple,price_level,abv_level,ABV,Ratings,Ratingsnum,Prices
Delamotte Brut (1.5 Liter Magnum),"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,155.99
Delamotte Brut Rose,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,4.5,11,109.99
Delas Hermitage Les Bessards (1.5 Liter Magnum) 2014,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,499.99
Delas Hermitage Les Bessards 2014,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,244.99
Delas Cotes du Rhone St. Esprit Rouge 2020,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,16.99
Delas Cote Rotie La Landonne 2018,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,349.99
Delas Cote Rotie La Landonne 2017,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,300.99
Delas Hermitage Les Grandes Vignes Ligne de Crete 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,329.99
Delas Cote Rotie La Landonne (1.5 Liter Magnum) 2012,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,449.98
Delas Cornas Chante-Perdrix 2018,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,84.99
Delas Cote Rotie Seigneur de Maugiron 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,91.99
Delas Saint-Joseph Francois de Tournon 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,50.99
Delas Saint-Joseph Sainte-Epine 2017,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,89.99
Delas Ventoux 2020,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,15.99
Delas Condrieu La Galopine 2019,"""Viognier",US,White Wine,high,medium,,0.0,0,63.99
Delas Hermitage Les Bessards 2017,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,290.99
Delas Saint-Joseph Sainte-Epine 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,81.99
Delas Crozes-Hermitage Domaine des Grands Chemins 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,52.99
Delas Domaine des Tourettes Hermitage Blanc 2019,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,109.99
Delas Les Launes Crozes Hermitage Rouge 2020,"""Syrah/Shiraz",US,Red Wine,medium,medium,,0.0,0,33.99
Delas Cote Rotie La Landonne 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,279.99
Delas Cornas Chante-Perdrix 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,65.99
Delas Crozes-Hermitage Le Clos 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,65.99
Delectus French Wedding Cabernet Sauvignon 2015,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,99.99
Delhommeau Muscadet de Sevre et Maine Cuvee St Vincent 2020,"""Melon de Bourgogne",US,White Wine,medium,medium,,0.0,0,23.99
Delhommeau Muscadet de Sevre et Maine Harmonie 2020,"""Melon de Bourgogne",France,White Wine,medium,medium,,0.0,0,23.99
DeLille Four Flags Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.6,8,74.99
DeLille Grand Ciel Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,159.99
DeLille D2 Estate Red 2018,"""Bordeaux Red Blends",France,Red Wine,medium,medium,,4.4,35,46.99
DeLille Chaleur Blanc 2020,"""Bordeaux White Blends",France,White Wine,medium,medium,,0.0,0,37.99
Delinquente Roxanne the Razor NND 2021,"""Other Red Blends",US,Red Wine,low,medium,,0.0,0,19.99
Delinquente Roko il Vagabondo Montepulciano 2021,"""Montepulciano",US,Red Wine,medium,medium,,0.0,0,24.99
Delinquente Pretty Boy Nero d'Avola Rosato 2021,"""Rosé",US,Red Wine,medium,medium,,0.0,0,25.99
Delinquente Hell Red 2020,"""Other Red Blends",US,Red Wine,medium,medium,,0.0,0,28.99
Delinquente Screaming Betty Vermentino 2021,"""Vermentino",US,White Wine,medium,medium,,0.0,0,24.99
Delinquente Hell Rose 2020,"""Rosé",US,Red Wine,medium,medium,,0.0,0,35.99
Della Vite Prosecco Treviso,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,26.99
Della Vite Prosecco Superiore,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,0.0,0,32.99
DeLoach Heritage Reserve Chardonnay 2020,Chardonnay,US,White Wine,low,medium,13.5,4.3,15,12.99
DeLoach Heritage Reserve Zinfandel 2020,Zinfandel,US,Red Wine,low,medium,13.5,2.9,7,10.99
DeLoach Russian River Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,4.3,8,27.99
DeLoach Heritage Reserve Pinot Noir 2020,Pinot Noir,US,Red Wine,low,medium,13.5,3.8,22,12.99
DeLoach Heritage Reserve Cabernet Sauvignon 2020,Cabernet Sauvignon,US,Red Wine,low,medium,13.5,0.0,0,11.99
DeLoach Russian River Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,4.2,16,23.99
DeLoach Russian River Zinfandel 2019,"""Zinfandel",US,Red Wine,medium,medium,,0.0,0,26.99
DeMorgenzon DMZ Chardonnay 2019,Chardonnay,South Africa,White Wine,low,medium,0.0,0.0,0,18.99
Denis Mortet Chambolle-Musigny Aux Beaux Bruns Premier Cru 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,349.99
Denis Mortet Gevrey-Chambertin Les Champeaux Premier Cru 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,329.99
Denis Mortet Clos de Vougeot Grand Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,549.99
Denis Mortet Bourgogne Rouge Cuvee de Noble Souche 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,89.99
Denis Mortet Gevrey-Chambertin Premier Cru 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,249.99
Denis Mortet Fixin Vieilles Vignes 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,99.99
Denis Mortet Mazis-Chambertin Grand Cru 2018,0,US,Red Wine,low,medium,,750.0,0,1.0
Denis Mortet Gevrey-Chambertin 2012,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,155.97
Denis Mortet Fixin Vieilles Vignes 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,86.99
Denis Mortet Gevrey-Chambertin Mes Cinq Terroirs 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Denis Pommier Chablis Fourchaume Premier Cru 2020,"""Chardonnay",US,White Wine,high,medium,,0.0,0,53.99
Department 66 Others 2017,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,19.99
Department 66 Pharaon 2016,Rhone Red Blends,France,Red Wine,high,high,15.5,0.0,0,174.99
Descendientes de Jose Palacios Petalos 2020,"""Mencia",US,Red Wine,medium,medium,,3.4,10,23.99
Details Sonoma County Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,medium,medium,,3.9,8,49.99
Deutz Amour de Deutz Brut Rose 2009,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,0.0,0,219.99
Deutz Amour de Deutz Blanc de Blancs Brut 2011,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,209.99
Deutz Brut Rose,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,4.5,21,69.99
Deutz Brut Classic (375ML half-bottle),"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,medium,medium,,4.2,10,29.99
Deutz Amour de Deutz Brut Rose 2013,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,0.0,0,230.99
Deutz Cuvee William Deutz Brut 2008,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,189.99
Deutz Amour de Deutz Blanc de Blancs Brut 2010,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,169.99
Deutz Brut Classic,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,4.3,53,60.99
Deutz Brut Classic (1.5 Liter Magnum),"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,109.99
Devil's Corner Chardonnay 2021,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,24.99
Devil's Corner Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,26.99
DFJ Vinhos Paxis Bulldog Rose 2020,Rosé,Portugal,Red Wine,low,medium,12.0,0.0,0,12.99
DFJ Vinhos Patamar Red Blend Reserva 2015,Other Red Blends,Portugal,Red Wine,low,medium,13.0,0.0,0,13.99
DFJ Vinhos Paxis Bulldog Red Blend 2019,Other Red Blends,Portugal,Red Wine,low,medium,12.5,0.0,0,12.99
DFJ Vinhos Bigode Red Blend 2019,Other Red Blends,Portugal,Red Wine,low,medium,12.5,0.0,0,11.99
Di Giovanna Vurria Nero d'Avola 2019,"""Nero d'Avola",Italy,Red Wine,low,medium,,0.0,0,19.99
Di Giovanna Vurria Grillo 2021,"""Grillo",Italy,White Wine,low,medium,,0.0,0,19.99
Di Giovanna Helios Rosso 2016,"""Other Red Blends",Italy,Red Wine,medium,medium,,3.7,13,24.99
Di Giovanna Vurria Rosato 2021,"""Rosé",Italy,Red Wine,low,medium,,0.0,0,18.99
Di Giovanna Camurria Orange 2021,"""Grillo",Italy,White Wine,medium,medium,,0.0,0,21.99
Di Majo Norante Ramitello Rosso 2016,"""Montepulciano",US,Red Wine,low,medium,,4.0,33,18.99
Di Majo Norante Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.2,22,15.99
Di Majo Norante Sangiovese 2019,"""Sangiovese",US,Red Wine,low,medium,,3.9,57,11.99
Di Majo Norante Don Luigi Riserva 2016,"""Montepulciano",US,Red Wine,medium,medium,,0.0,0,42.99
Di Majo Norante Contado Riserva 2016,"""Aglianico",US,Red Wine,low,medium,,0.0,0,19.99
Diamond Creek Volcanic Hill Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.8,8,250.99
Diamond Creek Gravelly Meadow Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,285.99
Diamond Creek Volcanic Hill Cabernet Sauvignon (1.5 Liter Magnum) 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,649.97
Diamond Creek Gravelly Meadow Cabernet Sauvignon 2017,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,285.99
Diamond Creek Gravelly Meadow Cabernet Sauvignon 2002,"""Cabernet Sauvignon",US,Red Wine,high,medium,,0.0,0,299.97
Diamond Creek Red Rock Terrace Cabernet Sauvignon 2018,"""Cabernet Sauvignon",US,Red Wine,high,medium,,4.6,6,259.99
Dibon Cava Brut Seleccion,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,low,medium,,3.9,100,13.99
Dibon Cava Reserve Brut Rose,"""Sparkling Rosé",US,Sparkling & Champagne,low,medium,,4.0,84,15.99
Didier Dagueneau Jurancon Les Jardins de Babylone Moelleux 2017,"""Other Dessert",US,Red Wine,high,medium,,0.0,0,159.97
Diebolt-Vallois Brut Blanc de Blancs,"""Non-Vintage Sparkling Wine",France,Sparkling & Champagne,medium,medium,,4.1,8,49.99
Dierberg Drum Canyon Vineyard Pinot Noir 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,57.99
Dierberg Santa Maria Valley Pinot Noir 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,50.99
Dierberg Chardonnay 2016,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,36.99
Dierberg Chardonnay 2017,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,36.99
Diora Rose of Pinot Noir 2020,"""Rosé",US,Red Wine,low,medium,,3.9,7,17.98
Diora Rose of Pinot Noir 2021,"""Rosé",US,Red Wine,low,medium,,0.0,0,18.99
Diora La Splendeur du Soleil Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,0.0,0,19.99
Diora La Petite Grace Pinot Noir 2019,"""Pinot Noir",US,Red Wine,medium,medium,,4.2,16,24.99
Dipinti Vigneti delle Dolomiti Pinot Grigio 2021,"""Pinot Gris/Grigio",US,White Wine,low,medium,,0.0,0,15.99
Dipinti Pinot Nero 2021,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,17.99
Dipinti Vigneti delle Dolomiti Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,0.0,0,14.99
Dipinti Vigneti delle Dolomiti Sauvignon 2021,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,15.99
Dirupi Sforzato di Valtellina Vino Sbagliato 2017,"""Nebbiolo",US,Red Wine,high,medium,,0.0,0,95.99
Dirupi Valtellina Superiore 2018,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,37.99
Dirupi Rosso di Valtellina Ole 2020,"""Nebbiolo",US,Red Wine,medium,medium,,0.0,0,23.99
Diseno Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,12.99
District 7 Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,4.0,12,17.99
District 7 Cabernet Sauvignon 2019,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,17.99
District 7 Pinot Noir 2020,"""Pinot Noir",US,Red Wine,low,medium,,0.0,0,18.99
Disznoko Tokaji Aszu 6 Puttonyos (500ML) 2016,Other Dessert,US,Red Wine,high,medium,12.5,0.0,0,79.99
Disznoko 1413 Tokaji (500ML) 2018,Furmint,US,White Wine,medium,medium,13.0,4.8,21,25.99
Disznoko Inspiration Dry Furmint 2020,Furmint,US,White Wine,medium,medium,13.5,5.0,17,21.99
Disznoko Tokaji Aszu 5 Puttonyos (500ML) 2013,Other Dessert,US,Red Wine,high,medium,12.0,5.0,19,53.99
Disznoko Late Harvest Tokaji Furmint (500ML) 2019,Other Dessert,US,Red Wine,low,medium,13.5,0.0,0,19.99
Disznoko Dry Furmint 2021,Furmint,US,White Wine,low,medium,13.0,0.0,0,19.99
Diwald Grossriedenthaler Loss Zweigelt 2019,Zweigelt,US,Red Wine,medium,medium,12.5,3.3,5,20.99
Do Ferreiro Rebisaca 2020,"""Albarino",US,White Wine,medium,medium,,0.0,0,25.99
Do Ferreiro Albarino 2021,"""Albarino",US,White Wine,medium,medium,,4.3,11,33.99
Do Ferreiro Cepas Vellas Albarino 2020,"""Albarino",US,White Wine,high,medium,,0.0,0,59.99
Dog Point Vineyard Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,1.6,5,42.99
Dog Point Vineyard Sauvignon Blanc 2021,"""Sauvignon Blanc",US,White Wine,medium,medium,,3.9,11,25.99
Dog Point Vineyard Section 94 Sauvignon Blanc 2019,"""Sauvignon Blanc",US,White Wine,medium,medium,,3.2,6,39.99
Dog Point Vineyard Pinot Noir 2018,"""Pinot Noir",US,Red Wine,medium,medium,,2.3,5,45.99
Dolce 1998,"""Other Dessert",US,Red Wine,high,medium,,0.0,0,189.97
Dom Perignon Vintage 2012,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,4.2,16,249.97
Dom Perignon Rose 2008,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,0.0,0,439.97
Dom Perignon Vintage with Gift Box 2012,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,4.7,26,259.97
Dom Perignon Vintage (torn label) 2008,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,999.99
Dom Perignon Rose with Gift Box 2008,"""Sparkling Rosé",France,Sparkling & Champagne,high,medium,,0.0,0,449.97
Dom Perignon P2 Vintage in Gift Box 2003,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,499.97
Dom Perignon Vintage (torn foil capsule) 2010,"""Vintage Sparkling Wine",France,Sparkling & Champagne,high,medium,,0.0,0,999.99
Dom. Bernard Defaix Cotes de Lechet Chablis Premier Cru 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,41.99
Dom. Du Grapillon d'Or Vacqueyras 2019,"""Rhone Red Blends",US,Red Wine,medium,medium,,4.3,5,29.99
Dom. Du Grapillon d'Or Gigondas Excellence 2017,"""Rhone Red Blends",US,Red Wine,high,medium,,0.0,0,55.99
Dom. Du Grapillon d'Or Gigondas 2019,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,32.99
Dom. Lucien Barrot et Fils Chateauneuf-du-Pape 2017,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,45.99
Dom. Montagnette Cotes du Rhone Villages Signargues 2020,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,14.99
Dom. Montagnette Cotes du Rhone Villages Signargues 2019,"""Rhone Red Blends",US,Red Wine,low,medium,,0.0,0,14.99
Dom. Vincent Delaporte Sancerre 2020,"""Sauvignon Blanc",US,White Wine,medium,medium,,0.0,0,39.99
Domaine A.F. Gros Savigny-les-Beaune Clos des Guettes Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Domaine A.F. Gros Pommard Premier Cru Les Chanlins 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,179.99
Domaine A.F. Gros Moulin-a-Vent En Mortperay 2020,"""Gamay",US,Red Wine,medium,medium,,0.0,0,34.99
Domaine Achard-Vincent Clairette de Die,"""Non-Vintage Sparkling Wine",US,Sparkling & Champagne,medium,medium,,3.6,7,28.99
Domaine Alain Burguet Gevrey-Chambertin Mes Favorites Vieilles Vignes 2003,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.97
Domaine Alary Cairanne La Brunote 2018,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,25.99
Domaine Alary Cairanne Vieilles Vignes 2018,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,24.99
Domaine Alary Cairanne L'Estevenas 2019,"""Rhone Red Blends",US,Red Wine,medium,medium,,0.0,0,29.99
Domaine Amiot-Servelle Chambolle-Musigny 2015,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,95.0
Domaine Anderson Estate Pinot Noir 2018,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,48.99
Domaine Anderson Estate Chardonnay 2018,"""Chardonnay",US,White Wine,medium,medium,,4.1,7,32.99
Domaine Anne et Herve Sigaut Chambolle-Musigny Les Gruenchers Premier Cru 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.99
Domaine Anne et Herve Sigaut Chambolle-Musigny Les Chatelots Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,119.99
Domaine Anne Gros Vosne-Romanee Les Barreaux 1998,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,229.97
Domaine Anne Gros Chambolle-Musigny La Combe d'Orveau 1999,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,239.97
Domaine Anne Gros Richebourg Grand Cru 1997,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,889.97
Domaine Anne Gros Hautes Cotes de Nuits Blanc Cuvee Marine 2016,"""Chardonnay",US,White Wine,high,medium,,0.0,0,74.99
Domaine Antoine Arena Vin de France Bianco Gentile 2016,"""Other White Wine",France,White Wine,medium,medium,,0.0,0,49.99
Domaine Antonin Guyon Corton Bressandes Grand Cru 2016,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,139.99
Domaine Antonin Guyon Meursault Les Charmes Dessus Premier Cru 2018,"""Chardonnay",US,White Wine,high,medium,,0.0,0,107.99
Domaine Antonin Guyon Aloxe-Corton Les Fournieres 1er Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,79.99
Domaine Antonin Guyon Chambolle-Musigny Les Cras 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Domaine Antonin Guyon Volnay Clos Des Chenes Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,94.99
Domaine Antonin Guyon Gevrey-Chambertin La Justice 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,78.99
Domaine Arlaud Bourgogne Roncevie Vieilles Vignes Rouge 2020,"""Pinot Noir",France,Red Wine,medium,medium,,0.0,0,43.99
Domaine Arlaud Gevrey-Chambertin Aux Combottes Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,135.99
Domaine Arlaud Morey-St-Denis Les Ruchots Premier Cru 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,149.99
Domaine Arlaud Gevrey-Chambertin Aux Combottes Premier Cru 2020,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,219.99
Domaine Auvigue Pouilly-Fuisse Les Villages 2020,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,38.99
Domaine Bernard Dubois Chorey-les-Beaune Clos Margot 2019,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,40.99
Domaine Bernard Dubois Chorey-les-Beaune Clos Margot 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,33.99
Domaine Bernard Moreau Bourgogne Blanc 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,47.99
Domaine Bertagna Clos St. Denis Grand Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,209.99
Domaine Bertagna Vosne-Romanee Les Beaux Monts Premier Cru 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,129.99
Domaine Bertagna Vougeot Clos de la Perriere Premier Cru Monopole 2017,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,140.99
Domaine Besson Givry Petit Pretan Premier Cru 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,49.99
Domaine Besson Givry Les Grands Pretans Premier Cru 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,41.99
Domaine Bitouzet Prieur Meursault Les Corbins 2014,"""Chardonnay",US,White Wine,high,medium,,0.0,0,79.97
Domaine Bitouzet Prieur Meursault Clos du Cromin 2014,"""Chardonnay",US,White Wine,high,medium,,0.0,0,89.97
Domaine Bitouzet Prieur Meursault Les Perrieres Premier Cru 2014,"""Chardonnay",US,White Wine,high,medium,,0.0,0,145.97
Domaine Bitouzet Prieur Meursault Les Charmes Premier Cru 2014,"""Chardonnay",US,White Wine,high,medium,,0.0,0,139.97
Domaine Blain Cotes de Brouilly Pierre Bleue 2015,"""Gamay",US,Red Wine,medium,medium,,0.0,0,33.99
Domaine Blain Cotes de Brouilly Les Jumeaux 2016,"""Gamay",US,Red Wine,medium,medium,,3.5,8,44.99
Domaine Blain Brouilly 2019,"""Gamay",US,Red Wine,medium,medium,,0.0,0,24.99
Domaine Blain-Gagnard Pommard 2019,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,86.99
Domaine Blain-Gagnard Volnay Les Pitures Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,109.99
Domaine Blain-Gagnard Chassagne-Montrachet Morgeot Rouge Premier Cru 2018,"""Pinot Noir",US,Red Wine,high,medium,,0.0,0,84.99
Domaine Bott KAMAKA Terroir de Seyssuel 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,99.99
Domaine Bott First Flight Syrah 2018,"""Syrah/Shiraz",US,Red Wine,medium,medium,,0.0,0,38.99
Domaine Bott Crozes-Hermitage Rouge 2020,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,53.99
Domaine Bott Saint-Joseph Blanc 2019,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,63.99
Domaine Bott First Flight Viognier 2018,"""Viognier",US,White Wine,medium,medium,,0.0,0,44.99
Domaine Bott Condrieu 2020,"""Viognier",US,White Wine,high,medium,,0.0,0,99.99
Domaine Bott Saint-Joseph Rouge 2020,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,65.99
Domaine Bott Cote-Rotie 2019,"""Syrah/Shiraz",US,Red Wine,high,medium,,0.0,0,129.0
Domaine Bott Saint-Joseph Blanc 2020,"""Rhone White Blends",US,White Wine,high,medium,,0.0,0,86.99
Domaine Bott Crozes-Hermitage Blanc 2020,"""Viognier",US,White Wine,high,medium,,0.0,0,51.99
Domaine Bourdin Chancelle Saumur-Champigny 2018,"""Cabernet Franc",US,Red Wine,medium,medium,,3.9,57,25.99
Domaine Bousquet Gran Reserve Organic Chardonnay 2019,"""Chardonnay",US,White Wine,medium,medium,,0.0,0,20.99
Domaine Bousquet Reserve Organic Pinot Noir 2020,"""Pinot Noir",US,Red Wine,medium,medium,,0.0,0,21.99
Domaine Bousquet Premium Organic Malbec 2020,"""Malbec",US,Red Wine,low,medium,,3.6,9,12.99
Domaine Bousquet Gaia Organic White Blend 2019,"""Other White Blends",US,White Wine,low,medium,,0.0,0,15.99
Domaine Bousquet Organic Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,3.8,6,13.99
Domaine Bousquet Organic Merlot 2021,"""Merlot",US,Red Wine,low,medium,,0.0,0,13.99
Domaine Bousquet Virgen Certified Organic Cabernet Sauvignon 2020,"""Cabernet Sauvignon",US,Red Wine,low,medium,,0.0,0,12.99
Domaine Bousquet Reserve Organic Malbec 2020,"""Malbec",US,Red Wine,low,medium,,0.0,0,15.99
Domaine Bousquet Alavida Certified Organic Malbec 2021,"""Malbec",US,Red Wine,low,medium,,0.0,0,19.99
Domaine Bousquet Reserve Organic Chardonnay 2020,"""Chardonnay",US,White Wine,low,medium,,0.0,0,14.99
Domaine Bousquet Virgen Certified Organic Malbec 2021,"""Malbec",US,Red Wine,low,medium,,0.0,0,12.99
Domaine Bousquet Organic Sauvignon Blanc 2022,"""Sauvignon Blanc",US,White Wine,low,medium,,0.0,0,13.99
